JGI Portal Name	Strain	T3PKS hits	NCBI taxid	Superkingdom	Phylum	Class	Order	Family	Genus	Species	Reference (Pubmed IDs)
Lennov1	Lentinula novae-zelandiae TMI-1172 v1.0	0	42442	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula novae-zelandiae	NA
Lenpar1	Lentamyces parricidus NRRL2409 v1.0	0	327271	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lentamycetaceae	Lentamyces	Lentamyces parricida	NA
Lenra_T_1	Lentinula raphanica TFB8682 v1.0	0	153919	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula raphanica	NA
Lenrap1	Lentinula raphanica INPA1701G ss19 v1.0	0	153919	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula raphanica	NA
Lenrap1_155	Lentinula raphanica TFB9929 ss4 v1.0	0	153919	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula raphanica	NA
Lenti6_1	Lentinus tigrinus ALCF2SS1-6 v1.0	0	1328759	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus tigrinus	30398645
Lenti7_1	Lentinus tigrinus ALCF2SS1-7 v1.0	0	1328758	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus tigrinus	30398645
Lentinedodes1	Lentinula edodes W1-26 v1.0	0	5353	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula edodes	27500531
Lenvul1	Lentinellus vulpinus AHS73672-sp v1.0	0	156609	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Lentinellus	Lentinellus vulpinus	NA
Lenzyc1	Lentamyces zychae NRRL 2806 v1.0	0	36079	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lentamycetaceae	Lentamyces	Lentamyces zychae	NA
Lepmi1	Leptosphaeria microscopica UNIPAMPA013 v1.0	1	28989	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria microscopica	NA
Lepmol1	Leptoporus mollis OMC1684 v1.0	2	83243	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Leptoporus	Leptoporus mollis	NA
Lepmu1	Leptosphaeria maculans	1	985895	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria maculans	21326234
Lepnud1	Lepista nuda CBS 247.69 v1.0	0	64659	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	NA	Lepista	Lepista nuda	33211093
Lepor2	Leptodontidium sp. MPI-SDFR-AT-0119 v2.0	2	75374	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Leptodontidium	NA	34893598
Leppa1	Lepidopterella palustris v1.0	0	741139	Eukaryota	Ascomycota	Dothideomycetes	Mytilinidiales	Argynnaceae	Lepidopterella	Lepidopterella palustris	27601008
Leptod1	Leptodontium sp. PMI_412 v1.0	2	1485227	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Leptodontidium	Leptodontidium sp. 2 PMI_412	NA
Lerce1	Leratiomyces ceres mycota028 v1.0	0	935580	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Leratiomyces	Leratiomyces ceres	NA
Lerer1	Leratiomyces erythrocephalus mycota031 v1.0	0	1608644	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Leratiomyces	Leratiomyces erythrocephalus	NA
Leuca1	Leucangium carthusianum GMNB180 v1.0	0	44614	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Leucangium	Leucangium carthusianum	NA
Leucr1	Leucosporidiella creatinivora UCDFST 62-1032 v1.0	0	5278	Eukaryota	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium scottii	28481340
Leugo1_1	Leucoagaricus gongylophorus Ac12	0	1258663	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus gongylophorus	23584789
Leugon1	Leucoagaricus gongylophorus AB2 v1.0	0	79220	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus gongylophorus	NA
LeugonAL2_1	Leucoagaricus gongylophorus AL2 v1.0	0	79220	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus gongylophorus	NA
LeugonAS2_1	Leucoagaricus gongylophorus AS2 v1.0	0	79220	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus gongylophorus	NA
Leumo1	Leucogyrophana mollusca KUC20120723A-06 v1.0	0	85980	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	NA	Leucogyrophana	Leucogyrophana mollusca	34767630
Liccor1	Lichtheimia corymbifera JMRC:FSU:9682	0	1263082	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	Lichtheimia corymbifera	25121733
Lichy1	Lichtheimia hyalospora v1.0	0	420593	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	Lichtheimia hyalospora	NA
Licra1	Lichtheimia ramosa JMRC FSU 6197	0	688394	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	Lichtheimia ramosa	25212617
Linin1	Lindgomyces ingoldianus ATCC 200398 v1.0	0	673940	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lindgomycetaceae	Lindgomyces	Lindgomyces ingoldianus	32206138
Linpe1	Linderina pennispora ATCC 12442 v1.0	0	61395	Eukaryota	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Linderina	Linderina pennispora	28481340
Linrh1	Lineolata rhizophorae ATCC 16933 v1.0	0	578093	Eukaryota	Ascomycota	Dothideomycetes	Lineolatales	Lineolataceae	Lineolata	Lineolata rhizophorae	32206138
Linth1	Lindra thalassiae JK4322 v1.0	1	45816	Eukaryota	Ascomycota	Sordariomycetes	Lulworthiales	Lulworthiaceae	Lindra	Lindra thalassiae	NA
Lipst1_1	Lipomyces starkeyi NRRL Y-11557 v1.0	0	675824	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces starkeyi	27535936
Lizem1	Lizonia empirigonia CBS 542.76 v1.0	1	1496277	Eukaryota	Ascomycota	Dothideomycetes	NA	Pseudoperisporiaceae	Lizonia	Lizonia empirigonia	32206138
LlaRV95_379_1	Lentinula lateritia RV95-379 v1.0	0	40482	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula lateritia	NA
LlaTMI1499_1	Lentinula lateritia TMI1499 v1.0	0	40482	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula lateritia	NA
LnoICMP18003A_1	Lentinula novae-zelandiae ICMP 18003 v1.0	0	42442	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula novae-zelandiae	NA
Lobpul1	Lobaria pulmonaria Scotland reference genome v1.0	0	86794	Eukaryota	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Lobaria	Lobaria pulmonaria	NA
LobpulAf1	Lobaria pulmonaria Africa extracted metagenome v1.0	0	86794	Eukaryota	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Lobaria	Lobaria pulmonaria	NA
LobpulSc1	Lobaria pulmonaria Scotland extracted metagenome v1.0	0	86794	Eukaryota	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Lobaria	Lobaria pulmonaria	NA
LobpulSp1	Lobaria pulmonaria Spain extracted metagenome v1.0	0	86794	Eukaryota	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Lobaria	Lobaria pulmonaria	NA
LobpulSw1	Lobaria pulmonaria Switzerland extracted metagenome v1.0	0	86794	Eukaryota	Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Lobaria	Lobaria pulmonaria	NA
Lobtra1	Lobosporangium transversale NRRL 3116 v1.0	0	64571	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lobosporangium	Lobosporangium transversale	28481340
Lodelo1	Lodderomyces elongisporus NRRL YB-4239	0	379508	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Lodderomyces	Lodderomyces elongisporus	19465905
Lolmi1	Lollipopaia minuta P26; CBS 116597 v1.0	1	151671	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Lollipopaia	Lollipopaia minuta	NA
Lompr1	Lomentospora prolificans JHH-5317	1	41688	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lomentospora	Lomentospora prolificans	28963165
Lophiu1	Mytilinidiaceae sp. NC0267 v1.0	1	1907213	Eukaryota	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	NA	Mytilinidiaceae sp. NC0267	NA
Lopma1	Lophiostoma macrostomum v1.0	0	1314788	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma macrostomum	32206138
Lopmy1	Lophium mytilinum CBS 269.34 v1.0	0	390894	Eukaryota	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Lophium	Lophium mytilinum	32206138
Lopni1	Peniophora sp. CONTA v1.0	0	1897082	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora sp. CONTA	30886374
Lopnit1_1	Lophodermium nitens PLMe3-1-3 v1.0	1	190466	Eukaryota	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium	Lophodermium nitens	NA
Lopnu1	Lophiotrema nucula CBS 627.86 v1.0	2	690887	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema	Lophiotrema nucula	32206138
Loppic1	Lophodermium piceae NOR1-14_p44 v1.0	3	128022	Eukaryota	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium	Lophodermium piceae	NA
Lorju1	Loramyces juncicola 46458 v1.0	1	132173	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Loramyces	Loramyces juncicola	NA
Lorma1	Loramyces macrosporus CBS235.53 v1.0	1	380016	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Loramyces	Loramyces macrosporus	NA
LraINPA1820_1	Lentinula raphanica INPA1820 v1.0	0	153919	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula raphanica	NA
LraJLM1587_1	Lentinula raphanica JLM1587 v1.0	0	153919	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula raphanica	NA
LraTFB9207_1	Lentinula raphanica TFB9207 v1.0	0	153919	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula	Lentinula raphanica	NA
Lycper1	Lycoperdon perlatum FP-102459-T v1.0	0	90686	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon perlatum	NA
Lyoat1	Lyophyllum atratum CBS 144462 v1.0	0	117065	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum	Lyophyllum atratum	33034064
Mabrmo1	Marssonina brunnea f. sp. monogermtubi NL1	1	1569044	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Drepanopezizaceae	Drepanopeziza	Drepanopeziza brunnea	NA
Macan1	Macroventuria anomochaeta CBS 525.71 v1.0	1	301207	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Macroventuria	Macroventuria anomochaeta	32206138
Macfu1	Macrolepiota fuliginosa MF-IS2 v1.0	0	1400762	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Macrolepiota	Macrolepiota fuliginosa	33211093
Macph1	Macrophomina phaseolina MS6	1	1126212	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina	22992219
Macpha1	Macrophomina phaseolina MPI-SDFR-AT-0080 v1.0	1	35725	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina	34893598
Madmy1	Madurella mycetomatis mm55	1	100816	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	NA	Madurella	Madurella mycetomatis	27231361
Magor1	Pyricularia oryzae 70-15 v3.0	2	242507	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia oryzae	15846337
MagorFR13_1	Pyricularia oryzae FR0013 v1.0	2	318829	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia oryzae	NA
MagorGY11_1	Pyricularia oryzae GY0011 v1.0	2	318829	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia oryzae	NA
MagorTH3_1	Pyricularia oryzae TH0003 v1.0	2	318829	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia oryzae	NA
Magpo1	Magnaporthiopsis poae ATCC 64411	1	644358	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthiopsis	Magnaporthiopsis poae	26416668
Malgl1	Malassezia globosa	0	425265	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia globosa	18000048
Malpa1	Malassezia pachydermatis CBS 1879	0	77020	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia pachydermatis	26472839
Malsy1_1	Malassezia sympodialis ATCC 42132	0	1230383	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia sympodialis	23341551
Malve1	Malassezia vespertilionis NWHC:44797-103	0	2020962	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia vespertilionis	30728599
Marbr1	Marssonina brunnea f. sp. multigermtubi MB_m1	1	1072389	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Drepanopezizaceae	Drepanopeziza	Drepanopeziza brunnea	22876864
Marfi1	Marasmius fiardii PR-910 v1.0	0	1328755	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius fiardii	33046698
MarPMI226	Mariannaea sp. PMI_226 v1.0	1	1896173	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Mariannaea	Mariannaea sp. PMI_226	NA
Marpt1	Martensiomyces pterosporus CBS 209.56 v1.0	0	61414	Eukaryota	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Martensiomyces	Martensiomyces pterosporus	NA
Maseb1	Massarina eburnea CBS 473.64 v1.0	0	1395130	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Massarina	Massarina eburnea	32206138
Masph1	Massariosphaeria phaeospora CBS 611.86 v1.0	0	100035	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Massariosphaeria	Massariosphaeria phaeospora	32206138
MecolCla_1	Melampsora x columbiana Clatskanie v1.0	0	1195720	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora medusae x Melampsora occidentalis	NA
Meimi1	Meira miltonrushii MCA 3882 v1.0	0	1280837	Eukaryota	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	Meira	Meira miltonrushii	29771364
Melame1	Melampsora americana R15-033-03 v1.0	0	2182807	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora americana	34579556
Melap1finSC_191	Melampsora allii-populina 12AY07 v1.0	0	242475	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora allii-populina	NA
Melbi2	Meliniomyces bicolor E v2.0	2	2482752	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha bicolor	29315638
Melbro1	Melanogaster broomeianus MBLB.BST v1.0	0	2655010	Eukaryota	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	Melanogaster broomeanus	33046698
Melen1	Melanotaenium endogenum CBS481.91 v1.0	0	84746	Eukaryota	Basidiomycota	Ustilaginomycetes	Urocystidales	Melanotaeniaceae	Melanotaenium	Melanotaenium endogenum	NA
Melli1	Melampsora lini CH5	0	5261	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora lini	24715894
Mellp2_3	Melampsora larici-populina v2.0	0	203908	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora larici-populina	NA
Melme_tre1	Melampsora medusae f. sp. tremuloidae Mmt05Ida529 v1.0	0	82101	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora medusae	NA
Melmed1	Melampsora medusae f. sp. Deltoidae Mmd05TRE539 v1.0	0	82101	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora medusae	NA
MelPMI1271_1	Meliniomyces sp. PMI_1271 v1.0	1	2614599	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha sp. PMI_1271	NA
Melpu1	Melanomma pulvis-pyrius v1.0	1	100047	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Melanomma	Melanomma pulvis-pyrius	32206138
Melsp1	Melanconium sp. NRRL 54901 v1.0	2	1155946	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Melanconidaceae	Melanconium	Melanconium sp. 1 NRRL 54901	NA
Melti1	Melanospora tiffanyae F1KG0001 v1.0	0	2038071	Eukaryota	Ascomycota	Sordariomycetes	Coronophorales	Ceratostomataceae	Melanospora	Melanospora tiffanyae	NA
Meltu1	Melanops tulasnei CBS 116805 v1.0	0	371115	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Melanopsaceae	Melanops	Melanops tulasnei	NA
Melva1	Meliniomyces variabilis F v1.0	1	1149755	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha variabilis	29315638
Mereb1	Meredithblackwellia eburnea MCA 4105 v1.0	0	1323573	Eukaryota	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Meredithblackwellia	Meredithblackwellia eburnea	NA
Mersum1	Meripilus sumstinei FP 105329 v1.0	0	1940299	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	Meripilus	Meripilus sumstinei	NA
Metac1	Metarhizium acridum CQMa 102	0	655827	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium acridum	21253567
Metal1	Metarhizium album ARSEF 1941	0	92629	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium album	25368161
Metani1	Metarhizium anisopliae ARSEF 549	0	1276135	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium anisopliae	25368161
Metbi_SCcomb	Metschnikowia bicuspidata single-cell v1.0	0	27322	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia bicuspidata	30297742
Metbi1	Metschnikowia bicuspidata NRRL YB-4993 v1.0	0	27322	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia bicuspidata	27535936
Metbr1	Metarhizium brunneum ARSEF3297	0	500148	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium brunneum	25368161
Metfru2	Metschnikowia fructicola 277	0	178747	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia fructicola	23496978
Metgru1	Metschnikowia gruessii VY0332 v1.0	0	45517	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia gruessii	NA
Metgui1	Metarhizium guizhouense ARSEF977	0	500148	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium brunneum	25368161
Metma1	Metarhizium majus ARSEF 297	0	1650735	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium majus	25368161
Metpul1	Metschnikowia pulcherrima NRRL Y-7111 v1.0	0	27326	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia pulcherrima	NA
Metpul1_1	Metschnikowia pulcherrima NRRL Y-7111 v1.1	0	27326	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia pulcherrima	NA
Metreu1	Metschnikowia reukaufii MR1 v1.1	0	27327	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia reukaufii	NA
Metri1	Metarhizium rileyi RCEF4871	0	1649241	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium rileyi	27071652
Metro1	Metarhizium robertsii ARSEF 23	0	655844	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium robertsii	25368161;21253560
MetyHQL305_1	Metschnikowia sp. yHQL305 v1.0	0	1780086	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia sp. (in: Fungi)	NA
MetyHQL305_1_1	Metschnikowia sp. nov. yHQL305 v1.1	0	1780086	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia sp. (in: Fungi)	NA
Meygui1	Meyerozyma guilliermondii ATCC 6260	0	294746	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	Meyerozyma guilliermondii	19465905
Micbo1	Microdochium bolleyi J235TASD1 v1.0	2	196109	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium bolleyi	27125481
Micca1	Microsporum canis CBS 113480	1	554155	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Microsporum	Microsporum canis	22951933
Micin1	Microbotryum intermedium 1389 BM 12 12	0	269621	Eukaryota	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum	Microbotryum intermedium	28630332
Micld1	Microbotryum lychnidis-dioicae p1A1 Lamole	0	683840	Eukaryota	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum	Microbotryum lychnidis-dioicae	26076695
Micmi1	Microthyrium microscopicum CBS 115976 v1.0	0	703497	Eukaryota	Ascomycota	Dothideomycetes	Microthyriales	Microthyriaceae	Microthyrium	Microthyrium microscopicum	32206138
Microd1	Microdiplodia sp. AK1800 v1.0	0	1907216	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Microdiplodia	Microdiplodia sp. AK1800	NA
Mictr1	Microascus trigonosporus CBS 218.31 v1.0	2	36921	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Microascus trigonosporus	NA
Mictri1	Microdochium trichocladiopsis MPI-CAGE-CH-0230 v1.0	2	1682393	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium trichocladiopsis	34893598
Mitdap1	Mitosporidium daphniae UGP3	0	1485682	Eukaryota	Microsporidia	NA	NA	NA	Mitosporidium	Mitosporidium daphniae	25313038
Mixos1	Mixia osmundae IAM 14324 v1.0	0	34349	Eukaryota	Basidiomycota	Mixiomycetes	Mixiales	Mixiaceae	Mixia	Mixia osmundae	24372469
MoeAD073_1	Linnemannia elongata AD073 v1.0	0	310910	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia elongata	NA
Moean1	Moesziomyces antarcticus JCM 10317	0	84753	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	Moesziomyces antarcticus	25291760
Moeaph1	Moesziomyces aphidis DSM 70725	0	1391700	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	Moesziomyces aphidis	24526638
Moeli1	Moelleriella libera RCEF2490	1	324773	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Moelleriella	Moelleriella libera	27071652
MoeNVP64_1	Mortierella elongata NVP64 v1.0	0	310910	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia elongata	NA
Monha1	Monacrosporium haptotylum CBS 200.50	1	1284197	Eukaryota	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina	Dactylellina haptotyla	24244185;23770890
Monili2	Moniliella sp. MCA 3643 v1.0	0	1954213	Eukaryota	Basidiomycota	Moniliellomycetes	Moniliellales	Moniliellaceae	Moniliella	Moniliella sp. MCA 3643	NA
Monpe1_1	Moniliophthora perniciosa FA553	0	554373	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Moniliophthora	Moniliophthora perniciosa	19019209
Monpu1	Monascus purpureus v1.0	0	1149898	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Monascus	Monascus purpureus	NA
Monru1	Monascus ruber NRRL 1597 v1.0	0	1155947	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Monascus	Monascus ruber	NA
MorAD185_1_1	Mortierella sp. AD185 v1.0	0	1715235	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella sp.	NA
Moralp1_1	Mortierella alpina AD266 v1.0	0	64518	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina	NA
Moramb1	Mortierella ambigua NRRL 28271 v1.0	0	1343610	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Actinomortierella	Actinomortierella ambigua	NA
Moramoe1	Mortierella alpina KOD1005 v1.0	0	743927	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia amoeboidea	NA
Morang1	Morchella angusticeps Mel-15 v1.0	0	60347	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella angusticeps	NA
Morarb1	Morchella arbutiphila PhC291 v1.0	0	1810715	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella arbutiphila	NA
